date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:04	51295/51295	---M-Z	200	added ('OK')	text/css	etag:%22c85f-66964a7a-10fb059;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/vendor/ionicons.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/vendor/ionicons.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:05	81372/81372	---M-Z	200	added ('OK')	text/css	etag:%2213ddc-66964a7a-10fb077;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/vendor/wow.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/vendor/wow5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:05	15057/15057	---M-Z	200	added ('OK')	text/css	etag:%223ad1-66964a7a-10fb075;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/vendor/select2.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/vendor/select25d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:05	100580/100580	---MCZ	200	added ('OK')	application/rss+xml	etag:%22e42b51f721e7984b0de50c795cd03f1d%22	https://wordpress.iqonic.design/product/wp/talkie/feed/	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/feed/index.html	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:05	230464/230464	---M-Z	200	added ('OK')	text/css	etag:%2238440-66964a7a-10fb030;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/global.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/global.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:06	177515/177515	---M--	200	added ('OK')	image/png	etag:%222b56b-66964a7a-10fb082;;;%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/images/redux/banner.png	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/images/redux/banner.png	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:06	86651/86651	---M-Z	200	added ('OK')	text/css	etag:%221527b-66964a7a-10fb022;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/dummy.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/dummy.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:06	8330/8330	---MCZ	200	added ('OK')	application/rss+xml	etag:%22e42b51f721e7984b0de50c795cd03f1d%22	https://wordpress.iqonic.design/product/wp/talkie/comments/feed/	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/comments/feed/index.html	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:06	9286/9286	---M-Z	200	added ('OK')	text/css	etag:%222446-66964a7a-10fb020;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/button.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/button.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:06	480981/480981	---M-Z	200	added ('OK')	text/css	etag:%22756d5-66965601-10fb079;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/woocommerce.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/woocommerce.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:06	20870/20870	---M-Z	200	added ('OK')	text/css	etag:%225186-66964a7a-10fb032;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/sidebar.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/sidebar.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:07	25365/25365	---M-Z	200	added ('OK')	text/css	etag:%226315-66964a7a-10fb078;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/widgets.min.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/themes/talkie-theme/assets/css/widgets.min5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:07	2630/2630	---M-Z	200	added ('OK')	text/css	etag:%22a46-6694e1f3-56f606;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css?ver=1.2.0	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox7359.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:07	30603/30603	---M-Z	200	added ('OK')	text/css	etag:%22778b-6694e1f3-56f605;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.css?ver=4.7.0	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome1849.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:08	9062/9062	---M-Z	200	added ('OK')	text/css	etag:%222366-6694e1e6-56eb3b;gz%22	http://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=3.1.6	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/prettyPhoto005e.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:08	29485/29485	---M-Z	200	added ('OK')	text/css	etag:%22732d-6694e1f3-56f607;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.35.0	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/yith-woocommerce-wishlist/assets/css/styled341.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:08	2894/2894	---M-Z	200	added ('OK')	text/css	etag:%22b4e-6694e1aa-56b660;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.9.6	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/contact-form-7/includes/css/stylesa950.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:09	1839/1839	---M-Z	200	added ('OK')	text/css	etag:%2272f-66964b47-d0c357;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/iqonic-extensions/includes/Elementor/assets/css/general.css?ver=2.0.7	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/iqonic-extensions/includes/Elementor/assets/css/general5d0a.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:09	6207/6207	---M-Z	200	added ('OK')	text/css	etag:%22183f-65c34c38-13f171a;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/iqonic-layouts/includes/Elementor/assets/css/general.css?ver=1.2.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/iqonic-layouts/includes/Elementor/assets/css/general1576.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:09	15016/15016	---M-Z	200	added ('OK')	text/css	etag:%223aa8-66964bb5-d4a70c;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/talkie-extensions//includes/Custom_Icon/assest/css/typicon.min.css?ver=2.0.9	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/talkie-extensions/includes/Custom_Icon/assest/css/typicon.minffdc.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:09	7298/7298	---M-Z	200	added ('OK')	text/css	etag:%221c82-66964bb5-d4a74c;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/talkie-extensions/includes/Elementor/assets/css/general.css?ver=1.1.0	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/talkie-extensions/includes/Elementor/assets/css/generalf488.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:10	29311/29311	---M-Z	200	added ('OK')	text/css	etag:%22727f-6694e1c5-56bdb7;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/css/front.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/css/frontb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:10	3986/3986	---M--	200	added ('OK')	image/png	etag:%22f92-6694e1c5-56bf7a;;;%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/img/delete.png	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/img/delete.png	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:10	9765/9765	---M-Z	200	added ('OK')	text/css	etag:%222625-6694e1c5-56bfc1;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/chosen/chosen.min.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/chosen/chosen.minb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:10	12541/12541	---M-Z	200	added ('OK')	text/css	etag:%2230fd-6694e1c5-56bfdd;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/icheck/skins/flat/_all.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/icheck/skins/flat/_allb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:10	14359/14359	---M-Z	200	added ('OK')	text/css	etag:%223817-6694e1c5-56c02e;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/icheck/skins/square/_all.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/icheck/skins/square/_allb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:11	14502/14502	---M-Z	200	added ('OK')	text/css	etag:%2238a6-6694e1c5-56c00c;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/icheck/skins/minimal/_all.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/js/icheck/skins/minimal/_allb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:11	163/163	---M--	200	added ('OK')	text/css	etag:%22a3-6694e1c5-56bdcd;;;%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_author/css/by_author.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_author/css/by_authorb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:11	61/61	---M--	200	added ('OK')	text/css	etag:%223d-6694e1c5-56bde3;;;%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_instock/css/by_instock.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_instock/css/by_instockb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:11	57/57	---M--	200	added ('OK')	text/css	etag:%2239-6694e1c5-56bde9;;;%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_onsales/css/by_onsales.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_onsales/css/by_onsalesb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:12	4975/4975	---M-Z	200	added ('OK')	text/css	etag:%22136f-6694e1c5-56be0b;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_text/assets/css/front.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/by_text/assets/css/frontb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:12	1256/1256	---M-Z	200	added ('OK')	text/css	etag:%224e8-6694e1c5-56be7e;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/label/css/html_types/label.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/label/css/html_types/labelb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:12	3138/3138	---M-Z	200	added ('OK')	text/css	etag:%22c42-6694e1c5-56bee8;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/select_radio_check/css/html_types/select_radio_check.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/select_radio_check/css/html_types/select_radio_checkb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:12	9449/9449	---M-Z	200	added ('OK')	text/css	etag:%2224e9-6694e1c5-56bf06;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/checkbox.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/checkboxb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:12	9373/9373	---M-Z	200	added ('OK')	text/css	etag:%22249d-6694e1c5-56bf08;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/radio.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/radiob9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:13	8973/8973	---M-Z	200	added ('OK')	text/css	etag:%22230d-6694e1c5-56bf09;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/switcher.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/switcherb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:13	5745/5745	---M-Z	200	added ('OK')	text/css	etag:%221671-6694e1c5-56bf07;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/color.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/elements/colorb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:13	735/735	---M-Z	200	added ('OK')	text/css	etag:%222df-6694e1c5-56bf10;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/tooltip.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/tooltipb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:13	483/483	---M-Z	200	added ('OK')	text/css	etag:%221e3-6694e1c5-56bf0a;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/front.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/ext/smart_designer/css/frontb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:14	4289/4289	---M-Z	200	added ('OK')	text/css	etag:%2210c1-6694e1c5-56bdbc;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/css/switcher.css?ver=1.3.6.1	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce-products-filter/css/switcherb9cd.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:14	17688/17688	---M-Z	200	added ('OK')	text/css	etag:%224518-6694e1e6-56eb63;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=9.1.2	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/woocommerce-layout457f.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:14	7043/7043	---M-Z	200	added ('OK')	text/css	etag:%221b83-6694e1e6-56eb68;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=9.1.2	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen457f.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:14	78164/78164	---M-Z	200	added ('OK')	text/css	etag:%2213154-6694e1e6-56eb62;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.1.2	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woocommerce/assets/css/woocommerce457f.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:15	1750/1750	---M-Z	200	added ('OK')	text/css	etag:%226d6-6694e1fe-56f7f2;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/slick/slick.css?ver=6.5.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/slick/slickadc6.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:15	4631/4631	---M-Z	200	added ('OK')	text/css	etag:%221217-6694e1fe-56f7ed;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/perfect-scrollbar.min.css?ver=6.5.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/perfect-scrollbar.minadc6.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:15	4000/4000	---M-Z	200	added ('OK')	text/css	etag:%22fa0-6694e1fe-56f7eb;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/custom-theme.css?ver=6.5.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/custom-themeadc6.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:15	7426/7426	---M-Z	200	added ('OK')	text/css	etag:%221d02-6694e1fe-56f7ea;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/magnific-popup/magnific-popup.css?ver=6.5.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/magnific-popup/magnific-popupadc6.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:16	342/342	---M-Z	200	added ('OK')	text/css	etag:%22156-6694e1fe-56f7d7;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/feather/feather.css?ver=6.5.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/libs/feather/featheradc6.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:16	24055/24055	---M-Z	200	added ('OK')	text/css	etag:%225df7-6694e1fe-56f7c8;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/css/frontend.css?ver=4.0.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/woo-smart-quick-view/assets/css/frontend631d.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:16	19820/19820	---M-Z	200	added ('OK')	text/css	etag:%224d6c-6694e1b9-56b9ca;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.30.0	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine94d.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:16	211548/211548	---M-Z	200	added ('OK')	text/css	etag:%2233a5c-66966593-dca251;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1721132435	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/custom-frontend-lite.min9511.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:16	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6694e1b9-56ba22;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:17	1107/1107	---M-Z	200	added ('OK')	text/css	etag:%22453-66966594-dca253;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/post-6.css?ver=1721132436	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/post-67697.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:17	9354/9354	---M-Z	200	added ('OK')	text/css	etag:%22248a-66966594-dca254;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/global.css?ver=1721132436	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/global7697.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
10:44:17	38628/38628	---M-Z	200	added ('OK')	text/css	etag:%2296e4-669665a4-dca256;gz%22	https://wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/post-2097.css?ver=1721132452	D:/chatbot/talkie/wordpress.iqonic.design/product/wp/talkie/wp-content/uploads/elementor/css/post-209775ca.css	(from https://wordpress.iqonic.design/product/wp/talkie/)
